pl_rade,pl_bmasse,pl_dens,pl_orbsmax,log_pl_rade,log_pl_bmasse,log_pl_dens,log_pl_orbsmax,planet_class,planet_class_name
14.68,1102.82,2.2,0.0295,1.1667260555800518,3.0425046335770776,0.3424226808222063,-1.530177984021837,0,Low-Density Giants
14.46,352.78,0.71,0.0518,1.160168292958512,2.5475039558933252,-0.14874165128092473,-1.285670240254767,0,Low-Density Giants
16.432,1102.82,1.47,0.02798,1.215690426253203,3.0425046335770776,0.1673173347481761,-1.5531522898441912,0,Low-Density Giants
9.41556,1366.669,8.87,0.09,0.9738461552265331,3.135663343477824,0.9479236198317263,-1.0457574905606752,2,Massive Dense Giants
12.2,5403.11,16.4,2.9,1.0863598306747482,3.732643809276511,1.2148438480476977,0.4623979978989561,2,Massive Dense Giants
14.5717,718.2958,1.36,0.0417,1.1635102214714883,2.856303327045638,0.13353890837021754,-1.3798639450262424,0,Low-Density Giants
4.88,12.2,0.249,0.092,0.6884198220027106,1.0863598306747482,-0.6038006529042637,-1.0362121726544447,0,Low-Density Giants
11.77,889.9,3.0,0.048,1.0707764628434346,2.949341206770497,0.47712125471966244,-1.3187587626244128,0,Low-Density Giants
3.7,5.7,0.9,0.056,0.568201724066995,0.7558748556724915,-0.045757490560675115,-1.2518119729937995,3,Intermediate Low-Density Planets
5.0,28.0,1.3,0.098,0.6989700043360189,1.4471580313422192,0.11394335230683679,-1.0087739243075051,3,Intermediate Low-Density Planets
12.11,85.81,0.15,0.0578,1.0831441431430522,1.9335379019717047,-0.8239087409443188,-1.238072161579471,0,Low-Density Giants
14.12,165.26,0.28,0.0526,1.1498346967157849,2.2181677484204254,-0.5528419686577808,-1.279014255846261,0,Low-Density Giants
11.287,3302.11,12.6,0.0476,1.052578525044658,3.518791536400216,1.100370545117563,-1.322393047279507,2,Massive Dense Giants
10.704595,153.82972,0.69,0.0603,1.0295702407483978,2.1870402495426498,-0.16115090926274472,-1.2196826878598488,0,Low-Density Giants
10.0881,270.1555,1.45,0.0386,1.0038093786039763,2.4316138136125303,0.16136800223497488,-1.413412695328245,0,Low-Density Giants
11.32,6883.91,26.4,0.05783,1.0538464268522527,3.837835183741682,1.421603926869831,-1.2378468076964053,2,Massive Dense Giants
11.309881,921.707,3.45,0.0844,1.053458035401562,2.9645928857971935,0.5378190950732742,-1.0736575533743449,0,Low-Density Giants
16.36514,266.9772,0.33,0.0586,1.2139197249490885,2.426474173960119,-0.4814860601221125,-1.2321023839819094,0,Low-Density Giants
6.38913,47.6745,1.1,0.071,0.8054417248371428,1.6782861469539185,0.04139268515822508,-1.1487416512809248,0,Low-Density Giants
18.83108758,349.6112477,0.29,0.0429,1.2748754032005616,2.5435853963178174,-0.5376020021010439,-1.3675427078152758,0,Low-Density Giants
15.80466279,216.12331676,0.25,0.066,1.1987852341202647,2.3347016238658287,-0.6020599913279624,-1.1804560644581312,0,Low-Density Giants
13.34,228.83,0.525,0.09,1.1251558295805302,2.3595129605946257,-0.2798406965940431,-1.0457574905606752,0,Low-Density Giants
15.558,148.42,0.217,0.04947,1.1919537671529952,2.1714924272529013,-0.6635402661514705,-1.3056580896358188,0,Low-Density Giants
13.068,940.74,2.32,0.0855,1.1162091258033997,2.973469610496657,0.3654879848908996,-1.0680338852718274,0,Low-Density Giants
1.68135,4.07660518,9.355,0.017016,0.22565812822033265,0.6102986519843032,0.9710437918360287,-1.7691425231053275,1,Small Dense Planets
2.83,8.4,2.04,0.046,0.45178643552429026,0.9242792860618817,0.3096301674258988,-1.337242168318426,3,Intermediate Low-Density Planets
4.31,17.142,1.18,0.10233,0.6344772701607315,1.2340614907663867,0.07188200730612536,-0.9899970258729404,3,Intermediate Low-Density Planets
6.39,69.92,1.6,0.063,0.8055008581584001,1.8446014196263467,0.2041199826559248,-1.2006594505464183,0,Low-Density Giants
11.948794,266.9772,0.86,0.4021,1.0773240738552048,2.426474173960119,-0.06550154875643228,-0.3956659268970889,0,Low-Density Giants
12.4,3823.27330161,11.0,5.75,1.0934216851622351,3.5824353440924517,1.0413926851582251,0.7596678446896304,2,Massive Dense Giants
11.9,9057.77,29.5,0.36,1.0755469613925308,3.957021288636734,1.469822015978163,-0.44369749923271273,2,Massive Dense Giants
30.2643,3496.0,0.693,330.0,1.4809306333236387,3.5435714239623652,-0.1592667653881933,2.5185139398778875,2,Massive Dense Giants
4.26,16.8,1.19,0.1423,0.6294095991027189,1.2253092817258628,0.07554696139253074,-0.8467950999157157,3,Intermediate Low-Density Planets
