log_pl_rade,log_pl_bmasse,log_pl_dens,log_pl_orbsmax
1.227724011864981,2.1898785657182436,1.7618216401407853,1.1307170923026544
1.2364377085109772,2.1700990890896894,1.690448813568772,1.2815340951521688
1.3036991310751826,1.5838332791562921,0.19264978385854412,0.8891844005466245
1.2536545642006507,1.9619617031470071,1.178376666455658,1.6381330787660153
1.3358044658353083,1.2979958116732886,-0.5370786552089719,1.3285760648395382
1.2872769316004524,1.663774803238268,0.41636077811991185,1.2505548863155524
1.2536545642006507,1.9759523045728922,1.2094198673548258,1.559215778542736
1.6805770356783476,1.986221356825337,0.11534511123284175,4.381420316410311
1.3669722833488696,1.008780733383168,-1.2687787790438965,0.09024554815440632
1.3278682068867704,1.3439893674105163,-0.41280968604669943,1.2020236950725047
1.3669722833488696,0.9978737104164151,-1.2934219186867026,1.458684553834231
1.2955196128021131,1.6320247959674388,0.3244746932730855,3.7881840405674785
1.2364377085109772,2.118276843577982,1.5757642222405703,3.5921315815527306
1.1372931753277058,2.379699606791513,2.425440046277516,3.3154902681525833
1.5265212246210764,2.1458924920965745,0.8789384601966949,3.9492238094279237
1.6050942537787727,2.063368167986056,0.48778698667846615,5.406188176719458
1.227724011864981,2.2525266444165566,1.900807572159221,4.698714066495684
1.2621599630781206,1.8913355247124413,0.9969364175366641,2.5983551710403914
1.2011478197231555,2.4348031948667628,2.3815636106384552,4.257053752298137
1.2189385967447135,2.29599275517612,2.021708333294073,4.713646284076533
1.4964491753614437,1.7402622519773487,0.04298941132249104,3.244767225501796
1.3278682068867704,1.3249105598770003,-0.4524171469427246,0.988120164156626
1.2450808481346765,2.085253437863503,1.4794056567718459,6.1827077926453375
1.2364377085109772,2.102096476090734,1.5368198428561088,4.173170082660971
1.2011478197231555,2.4632659617291743,2.4466261450661286,4.641511544237042
1.2621599630781206,1.912895327811628,1.0453818827675034,0.9605083128580731
1.3118164470865623,1.443034266502878,-0.14508272021946192,1.4642046833131015
1.389765076286105,0.8058932577824213,-1.7867437556577,1.7751243450241982
1.3358044658353083,1.2641844109587212,-0.6140344487820006,2.4500789273960057
1.3972557871069498,0.7397617677013694,-1.9535941653421884,-0.6615288695901214
-0.8822568037094467,-0.7999545051694866,0.5333097356543897,-0.7656073475553691
-0.6203331430379263,-0.628770876082741,0.23548301873680588,-0.14068083427304023
1.3669722833488696,0.9835271548419451,-1.3256035826752055,-0.19654857199050274
0.8432450341306529,0.33246781821753724,-1.4236557516361024,0.22957202058853002
1.2955196128021131,1.6192309986378866,0.2947394205929236,2.029995183118214
-0.771372876265687,-0.4594271683781578,1.0124356152681007,-1.3696999582191285
0.7211209183898878,0.2519206364066559,-1.286786347885806,0.9089389326668533
1.3278682068867704,1.320762261379655,-0.4591854303180906,1.4440799983630148
-0.645332456899194,-0.644640005163311,0.26402261043055736,-0.6895524937126136
0.1535910206565304,-0.11980617847355733,-0.6384192900018276,0.1562028763780819
0.2988144529168792,-0.025037931309657903,-0.8067773058036178,0.6080020760870086
1.3278682068867704,1.313908668189215,-0.4797907339457572,1.3616636675794922
1.3669722833488696,1.002663916158836,-1.2818405353837852,1.4785825749576686
1.2621599630781206,1.8907899714004046,0.9955145152553037,0.614029812527435
1.3198724997517879,1.4346464219791881,-0.1846901811154869,1.4101034283108442
1.3669722833488696,1.0221120863010658,-1.2384726522669463,1.8255704330270497
1.3358044658353083,1.2667070118295833,-0.6060461176553881,0.5907814203110336
1.3036991310751826,1.5535366189604611,0.12627245629341136,1.4653023984464462
1.3036991310751826,1.5399470593809998,0.09684281468895217,0.8304711420377606
1.2536545642006507,1.9665712090735465,1.1888398794324686,3.656400412330467
1.2364377085109772,2.133826772369889,1.6131441409430696,4.243893125311758
1.2955196128021131,1.5897030590026568,0.22902025066633153,2.3034294207764727
1.3436821540734458,1.1808537468079252,-0.8196960964988429,1.837341789826029
0.2297853530201769,-0.41077882476799726,-1.4160275543193066,-0.49777306214823297
-0.3471442516193664,-0.21470646562740994,0.5144129470808086,-0.1916806179666271
1.270598124897748,1.8259252105227497,0.8275457406121145,1.1875633699129535
1.359265232456059,1.0762963605036295,-1.0961363079760502,0.8928940540291185
1.359265232456059,1.0845436377841426,-1.0774696534137056,0.7180013247594823
1.3515021297916905,1.1031561366902487,-1.0149360484983796,0.6797031056267546
1.2189385967447135,2.3242750492020265,2.0856005157806323,1.2505548863155524
1.2450808481346765,2.1010874682873246,1.5126461496490105,1.4389371786066827
1.2955196128021131,1.6521550746030877,0.3701591958892849,1.1875633699129535
-0.4314711578055859,-0.03695239718767719,1.1701564943557483,0.21538649112022387
1.2450808481346765,2.0340759532674886,1.3633192035528563,1.9227592888487832
1.389765076286105,0.8134783699335199,-1.7699245955482947,0.6807723350867277
1.3436821540734458,1.186965658425183,-0.8057909412575365,0.9287347178127204
1.3669722833488696,1.0212084533739236,-1.2400433443901897,1.0362187726058747
1.3358044658353083,1.2790248146828072,-0.5747613276999212,1.3423112167874807
1.3358044658353083,1.2539916240379898,-0.6302198108624867,1.8640460303399191
1.374624086090148,0.924590725999194,-1.4788791029992268,0.8928940540291185
1.425524220564561,2.1773105263861643,1.2139320452225273,5.314003258009431
1.2450808481346765,2.0262176873203583,1.3459055691769535,1.4531110889451708
0.8268131112409421,0.3211525184689501,-1.4065794035018166,0.5560442234048997
1.2536545642006507,0.5992496878648299,-1.8945905085690522,0.8137497066551228
1.382221427140483,0.8424429580607957,-1.6824892108257148,-0.8205869417124769
1.382221427140483,0.882398013683281,-1.5933305485024434,1.5315369792223088
0.04801864487700694,-0.18952820028465897,-0.522422685193493,0.34170810969522175
1.2536545642006507,2.000862039712654,1.2664377115698433,1.3285760648395382
1.837002346901763,2.0978299979969264,-0.03978822006136455,-0.535221845738106
1.278970104374829,1.7370765489773894,0.6052787107399041,1.2050449843581599
1.374624086090148,0.8969370935640785,-1.539754037390958,1.5940225615519863
1.2872769316004524,1.707240913997831,0.5167961362502969,2.060098489354667
1.389765076286105,0.8194358234821999,-1.7561371602315152,1.2481629721966572
-1.7930159721212289,-1.8148496733739128,0.6266735578628865,-1.142320241887685
-1.7594510686880325,-1.767948517885314,0.6455172022248146,-1.0388299878207756
-1.8322749510615979,-1.8677750731106046,0.6095972097286007,-1.2561210614495328
-1.9237554692083199,-1.995443294965781,0.5609543879362944,-0.8486594037580819
-0.803152330421412,-0.7500559304686335,0.43992241286225975,-1.2654003359924553
1.6050942537787727,2.4563322440862057,1.3738026564316912,3.4616920457033293
1.2450808481346765,2.030153381924835,1.3546531153138872,1.5874047169397714
1.79970827801587,1.9075354585304023,-0.3748193148053497,4.09254852800468
1.2364377085109772,2.1043344979470615,1.5447401873616509,4.120693091685089
1.2955196128021131,1.5885586852078752,0.22577195814650738,0.014067012601487154
1.2601652703812882,1.8913550910431542,1.0011891356550655,6.1837077313810225
1.9789184951506709,2.228939810261374,-0.11644554189927911,4.547369469188606
1.227724011864981,2.190837852649821,1.7618216401407853,1.56014693149472
1.5628654236805828,1.0722915956211034,-1.6526267066377864,-1.0363091573189547
1.1045123005488597,1.47743305647488,0.4654208534277287,-0.261140486838573
1.5191579625388951,1.409057090885305,-0.7615124727005479,-0.7708754127398646
1.5264577367300556,1.0243526026031378,-1.5796444950542876,-0.818284147722199
1.0068925320690665,1.1708669113740966,0.039020813145880566,-0.680443650309166
1.2294724510952606,1.8968029847467205,1.0978258901041724,-1.0473132161260839
1.304513646117699,0.8020557905457395,-1.51619240264861,-0.5696437781514758
1.158134001885721,1.4263927024016438,0.21266420818883164,-0.7387127283044319
1.425250512838136,1.5733688607409864,-0.018393372938382144,-0.9962312660441385
1.4091326485690154,1.1031561366902487,-1.0708927012195457,-0.6714652725069338
1.5455966012952764,1.5733688607409864,-0.39362065854400685,-1.0267467545978768
0.9511845495584907,1.6618624986819597,1.279113978322866,-0.35280255321543125
1.227724011864981,2.228948209234498,1.8510882495388317,1.6503962333423705
1.4173465399947787,1.3964918835706814,-0.46600329862897794,-0.7965775149404525
0.24965520742836364,-0.2848188506666433,-2.0460231458225446,-0.3401240400293677
1.1894227463181175,1.4848707421008114,0.27024761599591907,-0.7154149105694944
-0.0458204139146876,-0.5987542599691178,-0.8502114487402777,-0.6264932252537733
0.27558575976403343,0.05791180085954302,-0.5079939486944912,-0.3036793456895293
1.2198203992826138,0.5199354186095163,-2.5176852753168464,-0.6082434003760827
1.3837344279769652,0.7903119685388117,-1.9368255159583028,-0.6626244997931832
1.144695312840248,2.0258049322512535,1.605787305302525,-0.7202421280989851
1.0881448664830748,0.7607432291409311,-1.0974840777439934,-0.583817688489964
1.0248290523156787,0.9930693793397976,-0.40636928067431005,-0.8411384480867706
1.1478115996625644,2.3288719567440115,2.294147384439455,-0.60794407538701
